CRI_LATITUDE,CRI_LONGITUDE,CRI_HORARIO,CRI_ENDERECO
-3.78874212696104,-38.50834608078,21,"R. Luiz Mendes"
-3.72774068799095,-38.59694480896,22,"R. Cláudio Guimarães"
-3.72840446820957,-38.5729551315308,21,"R. do Planalto"
-3.82287022838025,-38.5077238082886,21,"R. Daura"
-3.79966155362362,-38.5434937477112,21,"R. do Matadouro"
-3.71412237692013,-38.6037039756775,22,"R. I"
-3.84357337778444,-38.5260057449341,18,"R. Avaré"
-3.76360551189263,-38.5882544517517,20,"R. Vitória"
-3.78341082738048,-38.5745644569397,6,"R. Nereu Ramos"
-3.82734489152685,-38.5070371627808,10,"R. Augusto Calheiros"
-3.72748374067502,-38.55553150177,11,"R. Aristides Barreto Neto"
-3.78058458296978,-38.5025310516357,15,"R. Padre Francisco Pita"
-3.76326292949342,-38.5971593856812,18,"R. Santa Lúcia"
-3.7270983195604,-38.5259521007538,18,"R. Sena Madureira"
-3.78647258175503,-38.5232591629028,0,"R. Saturno"
-3.74009548274271,-38.5651016235352,1,"R. Maria F Rodrigues"
-3.71459345408642,-38.60271692276,8,"R. E"
-3.77283377452919,-38.4732413291931,11,"R. Pres. Arthur Bernardes"
-3.75750324274189,-38.549394607544,14,"R. Júlio César"
-3.81165135310091,-38.5880613327026,21,"R. Estr. do Siqueira"
-3.79379505527742,-38.609561920166,21,"R. Martins Carvalho"
-3.75024469859762,-38.5695219039917,10,"R. Lorena"
-3.78480253525617,-38.5490942001343,11,"R. Américo Vespúcio"
-3.79501546150125,-38.5876536369324,21,"R. Darcy Vargas"
-3.72324409912788,-38.5838770866394,9,"R. Rio Paraguai"
-3.76990043947976,-38.4960508346558,15,"R. Josias Mendes"
-3.81310724595234,-38.5970306396484,20,"R. Jardim Fluminense"
-3.77538169985667,-38.5610675811768,21,"R. Caio Prado"
-3.75512655794046,-38.5697364807129,21,"R. Timbaúba"
-3.72527827312639,-38.5826539993286,21,"R. Eretides Alencar"
-3.79572201168486,-38.5997986793518,15,"R. Nova Conquista"
-3.82473289004067,-38.4712886810303,15,"R. Elza Leite Albuquerque"
-3.8318409409983,-38.5021233558655,22,"Av. Jorn. Thomás Coelho"
-3.76122884372361,-38.576774597168,6,"R. Renato Viana"
-3.79340966348016,-38.5990691184997,16,"R. Cel. João Correia"
-3.81997988331092,-38.49285364151,8,"Travessa Frederico Severo"
-3.76212812433376,-38.587954044342,9,"R. Porto Alegre"
-3.80644865704122,-38.5846066474915,10,"R. Joaquim Alfredo"
-3.78717913891941,-38.4890341758728,14,"R. Salvador Mendonça"
-3.78060599394693,-38.4964799880981,19,"R. Antônio Rocha"
-3.74780375869956,-38.5590934753418,20,"R. Lopes Filho"
-3.79610740245046,-38.5013294219971,20,"R. Júlio Lima"
-3.78690079828714,-38.5204911231995,21,"R. Saturno"
-3.82045090317158,-38.5619473457336,1,"R. Antônio L A Vale"
-3.83659388188745,-38.5604882240295,4,"R. Oitenta e Três"
-3.73332927352901,-38.518967628479,22,"R. J. da Penha"
-3.82111461253637,-38.5955929756165,4,"R. Tulipa Negra"
-3.82329842682136,-38.4797859191895,8,"R. Joana Soares"
-3.85267232805786,-38.4991192817688,19,"R. Honorato Dias"
-3.85265091887722,-38.4993124008179,19,"R. Honorato Silva"
-3.76135731243901,-38.6168467998505,12,"Av. Dom Almeida Lustosa"
-3.80205952686662,-38.5368096828461,18,"R. Prof. Odílio Filho"
-3.80387941282287,-38.5771179199219,16,"R. Manoel Satiro"
-3.84569290664727,-38.5069513320923,20,"R. Padre Cícero"
-3.82325560698688,-38.4799146652222,19,"R. Joana Soares"
-3.78351788191183,-38.4763097763062,19,"R. Via Coletora"
-3.80015399510144,-38.5435366630554,14,"R. do Matadouro"
-3.73690509312828,-38.5679340362549,1,"Av. Dr. Theberge"
-3.81385660160596,-38.5918164253235,2,"Av. Canal"
-3.83738603613256,-38.5746932029724,21,"R. Aurora"
-3.79096884477352,-38.5642004013062,19,"R. Itália"
-3.73573813563903,-38.5311663150787,21,"R. Barão de Rio Branco"
-3.71446497852055,-38.6031460762024,19,"R. G"
-3.78109844627532,-38.5012865066528,22,"R. Padre Francisco Pita"
-3.80670558104156,-38.6076951026917,20,"R. Indiaria"
-3.82185325622569,-38.5084962844849,22,"R. Amaro Bandeira"
-3.82460443074575,-38.4744215011597,1,"R. Car Justino Ferreira Ramos"
-3.80210234775679,-38.5902070999145,21,"R. Santa Rita"
-3.78741465784604,-38.5940480232239,4,"R. Gustavo Barroso"
-3.7876715875111,-38.600549697876,9,"R. João XXIII"
-3.84839048121316,-38.5172295570374,8,"R. Cinco"
-3.71356564903583,-38.5513043403625,7,"R. Pedro Artur"
-3.73202313219938,-38.4741425514221,10,"R. Oliveira Viana"
-3.72765503889398,-38.5516476631165,10,"R. Padre Anchieta"
-3.75362774437811,-38.5469484329224,11,"R. Samuel Uchôa"
-3.76497584014189,-38.5539865493774,15,"R. Romeu Martins"
-3.73538483627659,-38.5788345336914,20,"R. Dracon Barreto"
-3.74735411113311,-38.5208129882813,21,"R. Cel. Pergentino Ferreira"
-3.74478469203476,-38.4692287445068,21,"R. Joaquim Lima"
-3.7289611867162,-38.5307264328003,10,"R. Pedro Pereira"
-3.74050231011395,-38.4899353981018,14,"R. Fonseca Lobo"
-3.78221181572572,-38.4966945648193,17,"R. Padre Francisco Pita"
-3.7270769072713,-38.5403394699097,17,"R. Padre Ibiapina"
-3.72448601644379,-38.5369491577148,17,"R. Padre Mororo"
-3.80700532561172,-38.5663890838623,17,"R. Cel. Jaime Rolemberg"
-3.78904187776968,-38.5844993591309,18,"R. Monsenhor Agostinho"
-3.73799710698744,-38.5413908958435,18,"R. Batoque"
-3.72602770446698,-38.5310482978821,20,"R. Guilherme Rocha"
-3.72273020179507,-38.5275077819824,1,"R. Dr. João Moreira"
-3.73975289112573,-38.5088181495667,3,"R. Bárbara de Alencar"
-3.7315306521774,-38.5199546813965,9,"R. Pinto Madeira"
-3.764205030767,-38.566517829895,13,"R. Belo Horizonte"
-3.72429330525099,-38.4839487075806,14,"R. Tereza Hinko"
-3.74962375839262,-38.4514188766479,21,"R. Edmundo Falcão"
-3.7103109251491,-38.5738134384155,22,"R. Graça Aranha"
-3.7347852976391,-38.5660886764526,23,"R. Braz de Francesco"
-3.71324445971208,-38.5736632347107,7,"R. César Correia"
-3.72225912897654,-38.5287952423096,8,"R. Dr. João Moreira"
-3.72840446820957,-38.5271000862122,9,"R. Pedro Borges"
-3.71977528631268,-38.5158777236938,16,"R. dos Tremembés"
-3.74033101440171,-38.5376787185669,20,"R. Juvenal Galeno"
-3.73180901048461,-38.5746717453003,20,"R. Des. Guimarães"
-3.74998775787664,-38.5608959197998,20,"R. Viriato Ribeiro"
-3.74570540141232,-38.5582137107849,9,"R. Pedro de Queirós"
-3.77692329810535,-38.5601234436035,10,"R. Caio Prado"
-3.74737552292724,-38.5555744171143,11,"R. Frei Marcelino"
-3.7488101119392,-38.5548448562622,13,"R. Gustavo Braga"
-3.72547098410351,-38.5945844650268,16,"R. Rosinha Sampaio"
-3.74934540574377,-38.5716247558594,16,"R. Cláudio Manoel"
-3.74814634716647,-38.5060501098633,19,"R. Francisco Holanda"
-3.83376781211104,-38.5022950172424,21,"R. Conrado Malta"
-3.71551419509447,-38.5710453987122,20,"R. São Bernardo"
-3.73236572683442,-38.4822750091553,7,"Av. Des. Colombo Sousa"
-3.74219385347433,-38.5379147529602,20,"Av. Treze de Maio"
-3.72444319173793,-38.5253190994263,11,"R. Gen. Bezerril"
-3.73388598891506,-38.5161352157593,9,"R. Fiuza de Pontes"
-3.74401386483439,-38.5886192321777,10,"Travessa Rui Monte"
-3.74093054924808,-38.5570549964905,10,"R. Gen. Piragibe"
-3.73465682502065,-38.5778045654297,12,"R. Padre Guilherme"
-3.75994415552811,-38.5804224014282,15,"R. Padre Sá Leitão"
-3.77752280779599,-38.5926103591919,18,"R. Francisco Domingos"
-3.74148725980956,-38.5577630996704,18,"R. Abílio Martins"
-3.80240209392842,-38.5664534568787,19,"R. Rubens Monte"
-3.76848729643456,-38.5579991340637,19,"R. Zacarias Gondim"
-3.77135640263946,-38.6163640022278,21,"Av. Mil E Noventa"
-3.73484953394129,-38.5806584358215,22,"R. Balduíno Freire"
-3.75223598662406,-38.5954856872559,23,"R. Graco Cardoso"
-3.74392821732578,-38.4735631942749,23,"Av. Santos Dumont"
-3.74033101440171,-38.5375499725342,13,"R. Juvenal Galeno"
-3.707077602048,-38.5833621025085,6,"Travessa Cândido Castelo Branco"
-3.7232012743616,-38.5259413719177,8,"R. Dr. João Moreira"
-3.73797569496405,-38.5655951499939,11,"R. Moreira de Sousa"
-3.81006699631504,-38.5948634147644,13,"R. Brumado"
-3.74005265879791,-38.5174655914307,17,"R. João Brigido"
-3.75135810751576,-38.5307908058167,20,"R. Min. Joaquim Bastos"
-3.73009603488784,-38.5409188270569,20,"R. Eurico Facó"
-3.76489019468948,-38.5444378852844,21,"R. Joaquim Pimenta"
-3.79263887937004,-38.5864734649658,0,"R. Antônio Costa Mendes"
-3.74594093156262,-38.5036897659302,21,"R. Oswaldo Cruz"
-3.74094125522374,-38.5111570358276,18,"Av. Ruy Barbosa"
-3.74163714336182,-38.512852191925,17,"R. João Brigido"
-3.76454761279564,-38.4893560409546,17,"R. Jorn. Cézar Magalhães"
-3.77026443049829,-38.5153841972351,20,"R. Brg. Vilela"
-3.78381763452924,-38.5740494728088,6,"R. Nereu Ramos"
-3.7575888889202,-38.6012578010559,21,"R. Alves Batista"
-3.74084490143799,-38.4754514694214,5,"R. Des. Lauro Nogueira"
-3.79803435369813,-38.6133170127869,9,"R. Urucutuba"
-3.83475265566964,-38.5216498374939,21,"Av. Castelo de Castro"
-3.7865582250784,-38.5458326339722,1,"R. Montevidéu"
-3.77658072095335,-38.5854005813599,2,"R. Maria Quintela"
-3.81447749579545,-38.4962868690491,12,"R. Araújo Torreão"
-3.7390677074901,-38.5109639167786,20,"R. Bárbara de Alencar"
-3.76157142692262,-38.5760235786438,1,"R. Renato Viana"
-3.75489103026534,-38.5475063323975,8,"R. Júlio César"
-3.77315494199894,-38.5669469833374,9,"R. Gomes Brasil"
-3.76613205292466,-38.5900783538818,17,"R. Cidade Rio Branco"
-3.74442069038582,-38.5247397422791,18,"R. Sousa Girão"
-3.73840393533242,-38.5325503349304,21,"R. Joaquim Magalhães"
-3.75448420958592,-38.5136032104492,21,"R. Cap. Melo"
-3.73913194347869,-38.5163927078247,10,"R. Padre Valdevino"
-3.70851225680415,-38.5579776763916,13,"Av. Pasteur"
-3.71776251212236,-38.568127155304,12,"R. Ferreira dos Santos"
-3.75519079274992,-38.5605311393738,0,"R. Amazonas"
